,word,index,frequency
859,arranged,859,-7.45015029160669
860,broken,860,-7.4537345248345055
861,overlooking,861,-7.4555314705112075
862,pots,862,-7.4555314705112075
863,picnic,863,-7.4555314705112075
864,graze,864,-7.459135078014505
865,new,865,-7.460941763239454
866,monitors,866,-7.460941763239454
867,boarder,867,-7.462751718484695
868,kneeling,868,-7.462751718484695
869,lunch,869,-7.462751718484695
870,floors,870,-7.466381486535273
871,electronic,871,-7.466381486535273
872,cage,872,-7.470024477813775
873,vegetable,873,-7.471850962339808
874,tied,874,-7.471850962339808
875,coat,875,-7.4773505179058475
876,messy,876,-7.48473062520347
877,curtain,877,-7.48473062520347
878,roof,878,-7.486584193852792
879,pasta,879,-7.488441204600004
880,narrow,880,-7.490301670252926
881,skating,881,-7.492165603690987
882,kind,882,-7.495903925801594
883,closed,883,-7.499656275420145
884,fancy,884,-7.503422758215622
885,arms,885,-7.50531133290349
886,himself,886,-7.507203481055528
887,says,887,-7.507203481055528
888,tan,888,-7.509099216220427
889,colors,889,-7.5109985520240805
890,machine,890,-7.512901502170166
891,sale,891,-7.512901502170166
892,cakes,892,-7.512901502170166
893,rider,893,-7.516718300696867
894,trailer,894,-7.5186321768791515
895,overhead,895,-7.520549723008422
896,bottom,896,-7.5243958815959004
897,wide,897,-7.526324522502307
898,type,898,-7.52825689025336
899,plain,899,-7.53602391959102
900,gold,900,-7.53602391959102
901,transit,901,-7.537975139722281
902,sunset,902,-7.539930174558085
903,veggies,903,-7.539930174558085
904,reads,904,-7.539930174558085
905,suits,905,-7.543851748211267
906,object,906,-7.545818317183308
907,hold,907,-7.545818317183308
908,sides,908,-7.547788761170606
909,ties,909,-7.547788761170606
910,pastries,910,-7.557699645070061
911,action,911,-7.561691666339598
912,loaded,912,-7.565699687737137
913,leather,913,-7.56770973866516
914,shade,914,-7.569723838036863
915,towels,915,-7.5717420021930995
916,was,916,-7.5717420021930995
917,pepperoni,917,-7.5717420021930995
918,antique,918,-7.573764247573868
919,urban,919,-7.5757905907191
920,toilets,920,-7.5757905907191
921,walkway,921,-7.5757905907191
922,commuter,922,-7.577821048269481
923,bite,923,-7.577821048269481
924,pie,924,-7.5798556369672685
925,rest,925,-7.5880356416792
926,cloth,926,-7.5880356416792
927,carrot,927,-7.590091140861295
928,ear,928,-7.5921508738243055
929,sea,929,-7.594214858045158
930,scooter,930,-7.5962831111092175
931,make,931,-7.600432494656028
932,racing,932,-7.602513660859852
933,fashioned,933,-7.602513660859852
934,ship,934,-7.602513660859852
935,toys,935,-7.604599167350875
936,hole,936,-7.604599167350875
937,net,937,-7.604599167350875
938,baked,938,-7.606689032270333
939,still,939,-7.606689032270333
940,pastry,940,-7.61088191053037
941,kinds,941,-7.61088191053037
942,appears,942,-7.6129849607271485
943,device,943,-7.6129849607271485
944,short,944,-7.6129849607271485
945,partially,945,-7.617204376269857
946,signal,946,-7.617204376269857
947,photos,947,-7.619320779176235
948,tour,948,-7.619320779176235
949,held,949,-7.623567070057685
950,gets,950,-7.623567070057685
951,clothing,951,-7.62569699631551
952,harbor,952,-7.627831468844143
953,wrapped,953,-7.627831468844143
954,smoke,954,-7.629970507092892
955,lies,955,-7.629970507092892
956,palm,956,-7.629970507092892
957,fighter,957,-7.634262359174434
958,beneath,958,-7.634262359174434
959,doorway,959,-7.634262359174434
960,leash,960,-7.634262359174434
961,features,961,-7.636415212535534
962,giving,962,-7.636415212535534
963,what,963,-7.64290172176514
964,blurry,964,-7.64507327527865
965,pier,965,-7.647249554701244
966,petting,966,-7.647249554701244
967,decorative,967,-7.649430580647605
968,chips,968,-7.649430580647605
969,do,969,-7.651616373867585
970,grill,970,-7.651616373867585
971,structure,971,-7.653806955247404
972,model,972,-7.664832425259112
973,pants,973,-7.664832425259112
974,used,974,-7.667052181997423
975,houses,975,-7.669276877019536
976,contains,976,-7.669276877019536
977,winter,977,-7.669276877019536
978,garage,978,-7.678225482595549
979,bow,979,-7.678225482595549
980,tomato,980,-7.678225482595549
981,farm,981,-7.682729994716654
982,island,982,-7.682729994716654
983,lettuce,983,-7.684989882684091
984,pedestrians,984,-7.687254889314943
985,apartment,985,-7.689525037849483
986,prepared,986,-7.689525037849483
987,outfit,987,-7.691800351686618
988,bunches,988,-7.691800351686618
989,includes,989,-7.6963665696662
990,containers,990,-7.6986575214127555
991,leading,991,-7.6986575214127555
992,opened,992,-7.700953733673105
993,use,993,-7.700953733673105
994,streets,994,-7.7032552306613855
995,steam,995,-7.7032552306613855
996,deck,996,-7.7055620367593
997,peppers,997,-7.707874176517679
998,electric,998,-7.712514556074181
999,hard,999,-7.714842845833772
1000,railing,1000,-7.714842845833772
1001,sail,1001,-7.714842845833772
1002,produce,1002,-7.717176569179992
1003,sheet,1003,-7.719515751533166
1004,vanity,1004,-7.726566309529831
1005,six,1005,-7.726566309529831
1006,these,1006,-7.726566309529831
1007,ripe,1007,-7.728927585715512
1008,waits,1008,-7.731294450725779
1009,tooth,1009,-7.731294450725779
1010,here,1010,-7.731294450725779
1011,rural,1011,-7.733666931079409
1012,smart,1012,-7.736045053484375
1013,lift,1013,-7.738428844839651
1014,bacon,1014,-7.738428844839651
1015,barn,1015,-7.743213542962987
1016,hats,1016,-7.7456145045005265
1017,pans,1017,-7.7456145045005265
1018,urinals,1018,-7.748021244531092
1019,stack,1019,-7.748021244531092
1020,shopping,1020,-7.748021244531092
1021,rests,1021,-7.748021244531092
1022,beans,1022,-7.748021244531092
1023,residential,1023,-7.750433790936475
1024,makes,1024,-7.750433790936475
1025,turned,1025,-7.7528521718007575
1026,i,1026,-7.7528521718007575
1027,part,1027,-7.757706550265555
1028,doll,1028,-7.757706550265555
1029,carpet,1029,-7.7625846087189885
1030,meters,1030,-7.7625846087189885
1031,mound,1031,-7.7625846087189885
1032,tiny,1032,-7.765032590357627
1033,snowboards,1033,-7.765032590357627
1034,heads,1034,-7.769946605160056
1035,happy,1035,-7.769946605160056
1036,brightly,1036,-7.769946605160056
1037,foreground,1037,-7.769946605160056
1038,remotes,1038,-7.77241269765525
1039,sheets,1039,-7.77241269765525
1040,rainy,1040,-7.77488488680064
1041,but,1041,-7.77488488680064
1042,lid,1042,-7.77488488680064
1043,patio,1043,-7.777363202815106
1044,cap,1044,-7.777363202815106
1045,cover,1045,-7.78233833745522
1046,flight,1046,-7.78233833745522
1047,soda,1047,-7.78233833745522
1048,branches,1048,-7.78233833745522
1049,touching,1049,-7.784835217653807
1050,papers,1050,-7.784835217653807
1051,pavement,1051,-7.784835217653807
1052,alongside,1052,-7.784835217653807
1053,parade,1053,-7.784835217653807
1054,writing,1054,-7.787338347871927
1055,upside,1055,-7.787338347871927
1056,nose,1056,-7.787338347871927
1057,close-up,1057,-7.787338347871927
1058,ducks,1058,-7.787338347871927
1059,sort,1059,-7.789847759477352
1060,personal,1060,-7.794885553507308
1061,riders,1061,-7.797413999860668
1062,kicking,1062,-7.797413999860668
1063,disc,1063,-7.797413999860668
1064,directions,1064,-7.799948855463855
1065,frosting,1065,-7.799948855463855
1066,itself,1066,-7.799948855463855
1067,color,1067,-7.802490152892528
1068,mug,1068,-7.805037924971327
1069,displaying,1069,-7.807592204776423
1070,loading,1070,-7.8101530256380975
1071,ladies,1071,-7.8101530256380975
1072,wetsuit,1072,-7.8101530256380975
1073,sized,1073,-7.812720421143343
1074,ketchup,1074,-7.812720421143343
1075,costume,1075,-7.815294425138516
1076,candle,1076,-7.815294425138516
1077,log,1077,-7.815294425138516
1078,paddle,1078,-7.820462395296959
1079,purse,1079,-7.823056430474006
1080,persons,1080,-7.823056430474006
1081,juice,1081,-7.823056430474006
1082,milk,1082,-7.823056430474006
1083,smaller,1083,-7.823056430474006
1084,bush,1084,-7.825657212174063
1085,dresser,1085,-7.828264775581143
1086,officer,1086,-7.8308791561552145
1087,lines,1087,-7.8308791561552145
1088,smile,1088,-7.833500389635089
1089,laid,1089,-7.833500389635089
1090,pick,1090,-7.833500389635089
1091,stuff,1091,-7.836128512041357
1092,deep,1092,-7.836128512041357
1093,enclosed,1093,-7.836128512041357
1094,sill,1094,-7.836128512041357
1095,platter,1095,-7.836128512041357
1096,trays,1096,-7.838763559679363
1097,wheel,1097,-7.841405569142202
1098,tent,1098,-7.841405569142202
1099,tea,1099,-7.841405569142202
1100,sailing,1100,-7.844054577313779
1101,mushrooms,1101,-7.844054577313779
1102,decorations,1102,-7.849373738791378
1103,noodles,1103,-7.849373738791378
1104,terminal,1104,-7.852043967347258
1105,mustard,1105,-7.852043967347258
1106,flags,1106,-7.854721345117975
1107,sausage,1107,-7.857405910488643
1108,throws,1108,-7.860097702154354
1109,beige,1109,-7.862796759123519
1110,approaching,1110,-7.862796759123519
1111,uses,1111,-7.865503120721263
1112,fun,1112,-7.865503120721263
1113,pipe,1113,-7.865503120721263
1114,roll,1114,-7.8682168265928585
1115,course,1115,-7.8682168265928585
1116,pickup,1116,-7.87093791670722
1117,goes,1117,-7.873666431360423
1118,uniforms,1118,-7.876402411179297
1119,leans,1119,-7.879145897125049
1120,ornate,1120,-7.879145897125049
1121,american,1121,-7.879145897125049
1122,collection,1122,-7.879145897125049
1123,elderly,1123,-7.881896930496939
1124,posted,1124,-7.884655552936019
1125,sliding,1125,-7.884655552936019
1126,fried,1126,-7.884655552936019
1127,built,1127,-7.887421806428909
1128,greens,1128,-7.890195733311634
1129,gas,1129,-7.89297737627351
1130,only,1130,-7.895766778361089
1131,propeller,1131,-7.895766778361089
1132,power,1132,-7.895766778361089
1133,utensils,1133,-7.89856398298215
1134,goats,1134,-7.901369033909759
1135,bride,1135,-7.901369033909759
1136,hangs,1136,-7.904181975286374
1137,fake,1137,-7.904181975286374
1138,sweater,1138,-7.904181975286374
1139,growing,1139,-7.909831707828493
1140,indoor,1140,-7.909831707828493
1141,chef,1141,-7.912668589163692
1142,attempting,1142,-7.912668589163692
1143,egg,1143,-7.912668589163692
1144,tow,1144,-7.915513541295924
1145,vest,1145,-7.91836661027833
1146,pulls,1146,-7.91836661027833
1147,baskets,1147,-7.921227842559363
1148,jets,1148,-7.921227842559363
1149,wind,1149,-7.921227842559363
1150,relaxing,1150,-7.921227842559363
1151,shoe,1151,-7.921227842559363
1152,passes,1152,-7.924097284987315
1153,written,1153,-7.92697498481493
1154,bull,1154,-7.92697498481493
1155,rolling,1155,-7.93275534773043
1156,crosswalk,1156,-7.935658107388392
1157,neatly,1157,-7.935658107388392
1158,beverage,1158,-7.935658107388392
1159,runs,1159,-7.938569317595849
1160,stick,1160,-7.944417287478272
1161,shirtless,1161,-7.944417287478272
1162,curled,1162,-7.95029965738134
1163,roadway,1163,-7.95029965738134
1164,airliner,1164,-7.95029965738134
1165,stadium,1165,-7.95029965738134
1166,potted,1166,-7.95325386927877
1167,aircraft,1167,-7.956216834409428
1168,missing,1168,-7.956216834409428
1169,mitt,1169,-7.956216834409428
1170,rows,1170,-7.959188604798586
1171,rear,1171,-7.959188604798586
1172,museum,1172,-7.959188604798586
1173,paint,1173,-7.959188604798586
1174,bending,1174,-7.959188604798586
1175,locomotive,1175,-7.959188604798586
1176,roses,1176,-7.9621692329367235
1177,supplies,1177,-7.96515877178509
1178,rope,1178,-7.96515877178509
1179,siting,1179,-7.968157274781346
1180,toast,1180,-7.968157274781346
1181,curtains,1181,-7.971164795845301
1182,performs,1182,-7.974181389384727
1183,selfie,1183,-7.977207110301263
1184,packed,1184,-7.980242013996417
1185,wheels,1185,-7.980242013996417
1186,lamps,1186,-7.980242013996417
1187,spectators,1187,-7.980242013996417
1188,toothbrushes,1188,-7.980242013996417
1189,practicing,1189,-7.980242013996417
1190,falling,1190,-7.9832861563776465
1191,block,1191,-7.986339593864535
1192,how,1192,-7.986339593864535
1193,glazed,1193,-7.986339593864535
1194,sticks,1194,-7.986339593864535
1195,wires,1195,-7.986339593864535
1196,electronics,1196,-7.989402383395081
1197,balls,1197,-7.989402383395081
1198,tops,1198,-7.992474582432052
1199,art,1199,-7.995556248969461
1200,telephone,1200,-7.995556248969461
1201,stunt,1201,-7.998647441539132
1202,if,1202,-8.001748219217381
1203,sports,1203,-8.001748219217381
1204,leg,1204,-8.001748219217381
1205,we,1205,-8.001748219217381
1206,direction,1206,-8.004858641631774
1207,piled,1207,-8.007978768968018
1208,wagon,1208,-8.011108661976944
1209,tank,1209,-8.011108661976944
1210,without,1210,-8.011108661976944
1211,dead,1211,-8.014248381981613
1212,waters,1212,-8.014248381981613
1213,paved,1213,-8.014248381981613
1214,shallow,1214,-8.01739799088451
1215,mirrors,1215,-8.023727125936157
1216,landscape,1216,-8.023727125936157
1217,frame,1217,-8.023727125936157
1218,flown,1218,-8.023727125936157
1219,formation,1219,-8.026906778853537
1220,gather,1220,-8.026906778853537
1221,tiles,1221,-8.030096574221636
1222,talks,1222,-8.030096574221636
1223,homemade,1223,-8.033296576952306
1224,2,1224,-8.033296576952306
1225,hotdogs,1225,-8.033296576952306
1226,cupcakes,1226,-8.033296576952306
1227,sculpture,1227,-8.036506852582555
1228,ingredients,1228,-8.036506852582555
1229,steep,1229,-8.036506852582555
1230,pass,1230,-8.039727467282598
1231,good,1231,-8.039727467282598
1232,guitar,1232,-8.039727467282598
1233,semi,1233,-8.039727467282598
1234,jetliner,1234,-8.042958487864045
1235,freezer,1235,-8.042958487864045
1236,stream,1236,-8.046199981788215
1237,groom,1237,-8.046199981788215
1238,wait,1238,-8.049452017174593
1239,garbage,1239,-8.049452017174593
1240,eye,1240,-8.049452017174593
1241,selling,1241,-8.049452017174593
1242,motion,1242,-8.052714662809409
1243,flip,1243,-8.052714662809409
1244,travels,1244,-8.052714662809409
1245,pedestrian,1245,-8.052714662809409
1246,fluffy,1246,-8.055987988154378
1247,toaster,1247,-8.055987988154378
1248,tail,1248,-8.055987988154378
1249,floral,1249,-8.055987988154378
1250,skateboarders,1250,-8.059272063355568
1251,workers,1251,-8.06587274738692
1252,fast,1252,-8.069189500012914
1253,bucket,1253,-8.069189500012914
1254,cones,1254,-8.069189500012914
1255,sprinkles,1255,-8.069189500012914
1256,downhill,1256,-8.069189500012914
1257,pitching,1257,-8.069189500012914
1258,jeans,1258,-8.072517290105589
1259,tongue,1259,-8.072517290105589
1260,surrounding,1260,-8.072517290105589
1261,bank,1261,-8.072517290105589
1262,put,1262,-8.072517290105589
1263,asleep,1263,-8.075856191371104
1264,horseback,1264,-8.075856191371104
1265,hits,1265,-8.075856191371104
1266,puppy,1266,-8.075856191371104
1267,mixed,1267,-8.08256762595909
1268,competition,1268,-8.08256762595909
1269,fallen,1269,-8.08256762595909
1270,you,1270,-8.08594031043773
1271,blankets,1271,-8.08594031043773
1272,images,1272,-8.08932440842197
1273,pictured,1273,-8.092719997423108
1274,holder,1274,-8.096127155744723
1275,snowboarders,1275,-8.096127155744723
1276,shoulder,1276,-8.099545962493508
1277,covering,1277,-8.099545962493508
1278,arrangement,1278,-8.099545962493508
1279,pushing,1279,-8.099545962493508
1280,strawberries,1280,-8.099545962493508
1281,so,1281,-8.102976497590298
1282,icing,1282,-8.102976497590298
1283,speed,1283,-8.10641884178127
1284,chain,1284,-8.10641884178127
1285,travel,1285,-8.10641884178127
1286,counters,1286,-8.109873076649357
1287,climbing,1287,-8.109873076649357
1288,objects,1288,-8.109873076649357
1289,spread,1289,-8.109873076649357
1290,headphones,1290,-8.113339284625845
1291,stuck,1291,-8.113339284625845
1292,habitat,1292,-8.113339284625845
1293,marble,1293,-8.11681754900217
1294,golden,1294,-8.11681754900217
1295,neon,1295,-8.11681754900217
1296,gathering,1296,-8.11681754900217
1297,slopes,1297,-8.11681754900217
1298,rolls,1298,-8.120307953941937
1299,entrance,1299,-8.120307953941937
1300,cargo,1300,-8.120307953941937
1301,urinal,1301,-8.120307953941937
1302,opposite,1302,-8.120307953941937
1303,duck,1303,-8.120307953941937
1304,frosted,1304,-8.123810584493139
1305,faces,1305,-8.127325526600583
1306,officers,1306,-8.134392693823676
1307,life,1307,-8.14151016159254
1308,checkered,1308,-8.14151016159254
1309,blonde,1309,-8.14151016159254
1310,london,1310,-8.14151016159254
1311,moves,1311,-8.145087982940424
1312,handle,1312,-8.145087982940424
1313,patch,1313,-8.148678651071153
1314,delicious,1314,-8.15228225857445
1315,shiny,1315,-8.15228225857445
1316,item,1316,-8.15228225857445
1317,shirts,1317,-8.15228225857445
1318,stickers,1318,-8.15228225857445
1319,feeder,1319,-8.15228225857445
1320,pack,1320,-8.15589889904464
1321,someones,1321,-8.15589889904464
1322,whole,1322,-8.159528667095218
1323,range,1323,-8.16317165837372
1324,wears,1324,-8.16317165837372
1325,drive,1325,-8.166827969576829
1326,olives,1326,-8.166827969576829
1327,pouring,1327,-8.166827969576829
1328,reaches,1328,-8.166827969576829
1329,beard,1329,-8.170497698465793
1330,haired,1330,-8.170497698465793
1331,basketball,1331,-8.174180943882089
1332,microphone,1332,-8.174180943882089
1333,design,1333,-8.177877805763416
1334,cookies,1334,-8.18158838515995
1335,laughing,1335,-8.18158838515995
1336,great,1336,-8.18158838515995
1337,carries,1337,-8.18158838515995
1338,visible,1338,-8.185312784250932
1339,gravel,1339,-8.185312784250932
1340,batting,1340,-8.185312784250932
1341,featuring,1341,-8.18905110636154
1342,covers,1342,-8.18905110636154
1343,string,1343,-8.18905110636154
1344,blowing,1344,-8.19280345598009
1345,desserts,1345,-8.196569938775568
1346,skirt,1346,-8.196569938775568
1347,cleaning,1347,-8.200350661615474
1348,checking,1348,-8.200350661615474
1349,fishing,1349,-8.200350661615474
1350,mini,1350,-8.200350661615474
1351,ben,1351,-8.200350661615474
1352,name,1352,-8.204145732584026
1353,beef,1353,-8.204145732584026
1354,interior,1354,-8.207955261000693
1355,bare,1355,-8.207955261000693
1356,miniature,1356,-8.207955261000693
1357,onion,1357,-8.207955261000693
1358,liquid,1358,-8.211779357439097
1359,rainbow,1359,-8.215618133746261
1360,opening,1360,-8.219471703062252
1361,ahead,1361,-8.219471703062252
1362,napkin,1362,-8.219471703062252
1363,rusty,1363,-8.219471703062252
1364,grilled,1364,-8.219471703062252
1365,position,1365,-8.223340179840172
1366,first,1366,-8.22722367986657
1367,cardboard,1367,-8.22722367986657
1368,lighting,1368,-8.231122320282227
1369,bunk,1369,-8.231122320282227
1370,goat,1370,-8.235036219603364
1371,muddy,1371,-8.235036219603364
1372,straw,1372,-8.235036219603364
1373,advertisement,1373,-8.238965497743253
1374,tools,1374,-8.238965497743253
1375,foil,1375,-8.238965497743253
1376,mobile,1376,-8.24291027603427
1377,corn,1377,-8.24291027603427
1378,hang,1378,-8.246870677250365
1379,located,1379,-8.246870677250365
1380,rusted,1380,-8.246870677250365
1381,carts,1381,-8.246870677250365
1382,controls,1382,-8.246870677250365
1383,catches,1383,-8.246870677250365
1384,exhibit,1384,-8.250846825630006
1385,displays,1385,-8.250846825630006
1386,butter,1386,-8.250846825630006
1387,tabby,1387,-8.254838846899544
1388,plaid,1388,-8.254838846899544
1389,thin,1389,-8.254838846899544
1390,also,1390,-8.254838846899544
1391,fan,1391,-8.254838846899544
1392,hills,1392,-8.254838846899544
1393,ham,1393,-8.254838846899544
1394,fountain,1394,-8.258846868297082
1395,turning,1395,-8.258846868297082
1396,shape,1396,-8.262871018596808
1397,jar,1397,-8.262871018596808
1398,herself,1398,-8.262871018596808
1399,wing,1399,-8.262871018596808
1400,travelling,1400,-8.262871018596808
1401,potato,1401,-8.262871018596808
1402,hood,1402,-8.266911428133813
1403,newspaper,1403,-8.266911428133813
1404,condiments,1404,-8.266911428133813
1405,unmade,1405,-8.266911428133813
1406,industrial,1406,-8.270968228829426
1407,hospital,1407,-8.270968228829426
1408,flooring,1408,-8.275041554217063
1409,sharing,1409,-8.275041554217063
1410,clay,1410,-8.275041554217063
1411,pickle,1411,-8.275041554217063
1412,bookshelf,1412,-8.279131539468588
1413,seats,1413,-8.279131539468588
1414,cafe,1414,-8.279131539468588
1415,helping,1415,-8.291502831271135
1416,meadow,1416,-8.291502831271135
1417,trolley,1417,-8.291502831271135
1418,series,1418,-8.295660841419798
1419,hallway,1419,-8.295660841419798
1420,posed,1420,-8.295660841419798
1421,aerial,1421,-8.299836212830279
1422,following,1422,-8.299836212830279
1423,brushes,1423,-8.299836212830279
1424,shadow,1424,-8.299836212830279
1425,league,1425,-8.299836212830279
1426,stoplight,1426,-8.304029091090316
1427,n't,1427,-8.304029091090316
1428,nicely,1428,-8.308239623626658
1429,gloves,1429,-8.308239623626658
1430,steeple,1430,-8.308239623626658
1431,blow,1431,-8.308239623626658
1432,biting,1432,-8.308239623626658
1433,return,1433,-8.308239623626658
1434,freshly,1434,-8.308239623626658
1435,library,1435,-8.31246795973618
1436,size,1436,-8.31246795973618
1437,accessories,1437,-8.31246795973618
1438,pet,1438,-8.31246795973618
1439,us,1439,-8.31246795973618
1440,thrown,1440,-8.31246795973618
1441,pancakes,1441,-8.31246795973618
1442,chasing,1442,-8.31671425061763
1443,forward,1443,-8.320978649404088
1444,double-decker,1444,-8.320978649404088
1445,comforter,1445,-8.320978649404088
1446,seems,1446,-8.325261311196089
1447,stage,1447,-8.325261311196089
1448,sleeps,1448,-8.325261311196089
1449,watering,1449,-8.329562393095479
1450,heading,1450,-8.329562393095479
1451,picking,1451,-8.329562393095479
1452,attire,1452,-8.333882054239997
1453,stares,1453,-8.333882054239997
1454,seagulls,1454,-8.333882054239997
1455,statues,1455,-8.338220455838593
1456,backs,1456,-8.338220455838593
1457,burger,1457,-8.338220455838593
1458,crust,1458,-8.338220455838593
1459,amongst,1459,-8.34257776120755
1460,dishwasher,1460,-8.34257776120755
1461,chinese,1461,-8.34257776120755
1462,tasty,1462,-8.34257776120755
1463,steak,1463,-8.34257776120755
1464,teams,1464,-8.34257776120755
1465,marina,1465,-8.34695413580735
1466,calf,1466,-8.34695413580735
1467,grapes,1467,-8.34695413580735
1468,multi,1468,-8.34695413580735
1469,countryside,1469,-8.34695413580735
1470,santa,1470,-8.34695413580735
1471,baking,1471,-8.34695413580735
1472,paw,1472,-8.34695413580735
1473,ceramic,1473,-8.351349747280388
1474,hugging,1474,-8.351349747280388
1475,railway,1475,-8.351349747280388
1476,frisbees,1476,-8.351349747280388
1477,driver,1477,-8.355764765489504
1478,lane,1478,-8.355764765489504
1479,wings,1479,-8.355764765489504
1480,bent,1480,-8.355764765489504
1481,bouquet,1481,-8.355764765489504
1482,balcony,1482,-8.355764765489504
1483,father,1483,-8.36465371290675
1484,funny,1484,-8.36465371290675
1485,far,1485,-8.36465371290675
1486,words,1486,-8.36465371290675
1487,cowboy,1487,-8.36465371290675
1488,either,1488,-8.369127993301671
1489,neighborhood,1489,-8.369127993301671
1490,gentleman,1490,-8.369127993301671
1491,paws,1491,-8.369127993301671
1492,system,1492,-8.369127993301671
1493,tunnel,1493,-8.369127993301671
1494,chili,1494,-8.369127993301671
1495,almost,1495,-8.37362238288951
1496,multicolored,1496,-8.37362238288951
1497,horns,1497,-8.37362238288951
1498,advertising,1498,-8.378137063244036
1499,foreign,1499,-8.378137063244036
1500,coach,1500,-8.378137063244036
1501,twin,1501,-8.378137063244036
1502,metallic,1502,-8.382672218409429
1503,designed,1503,-8.382672218409429
1504,chopped,1504,-8.382672218409429
1505,hamburger,1505,-8.382672218409429
1506,owner,1506,-8.38722803494529
1507,abandoned,1507,-8.38722803494529
1508,alley,1508,-8.38722803494529
1509,cycle,1509,-8.38722803494529
1510,prepare,1510,-8.38722803494529
1511,mostly,1511,-8.38722803494529
1512,jumbo,1512,-8.391804701972701
1513,baggage,1513,-8.391804701972701
1514,sniffing,1514,-8.391804701972701
1515,seagull,1515,-8.391804701972701
1516,tractor,1516,-8.396402411221331
1517,matching,1517,-8.396402411221331
1518,lay,1518,-8.396402411221331
1519,dryer,1519,-8.396402411221331
1520,cuts,1520,-8.396402411221331
1521,iron,1521,-8.396402411221331
1522,leaving,1522,-8.401021357077624
1523,bakery,1523,-8.401021357077624
1524,typing,1524,-8.401021357077624
1525,buffet,1525,-8.401021357077624
1526,sunlight,1526,-8.405661736634126
1527,chewing,1527,-8.405661736634126
1528,booth,1528,-8.405661736634126
1529,mans,1529,-8.410323749739938
1530,resort,1530,-8.415007599052364
1531,downtown,1531,-8.415007599052364
1532,lamb,1532,-8.415007599052364
1533,trunks,1533,-8.415007599052364
1534,poster,1534,-8.419713490089777
1535,dusk,1535,-8.419713490089777
1536,mat,1536,-8.419713490089777
1537,individual,1537,-8.419713490089777
1538,busses,1538,-8.419713490089777
1539,hose,1539,-8.419713490089777
1540,heavy,1540,-8.419713490089777
1541,collar,1541,-8.424441631285722
1542,sugar,1542,-8.424441631285722
1543,larger,1543,-8.424441631285722
1544,sub,1544,-8.424441631285722
1545,worker,1545,-8.424441631285722
1546,story,1546,-8.424441631285722
1547,rails,1547,-8.42919223404432
1548,more,1548,-8.433965512796979
1549,mask,1549,-8.433965512796979
1550,fans,1550,-8.433965512796979
1551,tries,1551,-8.433965512796979
1552,natural,1552,-8.438761685060472
1553,motorbike,1553,-8.438761685060472
1554,washing,1554,-8.438761685060472
1555,calm,1555,-8.438761685060472
1556,kick,1556,-8.438761685060472
1557,cold,1557,-8.44358097149642
1558,motorcyclist,1558,-8.44358097149642
1559,stool,1559,-8.44358097149642
1560,shining,1560,-8.44358097149642
1561,cases,1561,-8.44358097149642
1562,connected,1562,-8.44358097149642
1563,entertainment,1563,-8.448423595972208
1564,audience,1564,-8.448423595972208
1565,bearded,1565,-8.448423595972208
1566,sets,1566,-8.453289785623381
1567,driveway,1567,-8.458179770917573
1568,organized,1568,-8.458179770917573
1569,bars,1569,-8.458179770917573
1570,formal,1570,-8.458179770917573
1571,lighthouse,1571,-8.458179770917573
1572,neat,1572,-8.463093785720002
1573,dimly,1573,-8.463093785720002
1574,devices,1574,-8.463093785720002
1575,mattress,1575,-8.463093785720002
1576,sailboat,1576,-8.463093785720002
1577,heart,1577,-8.468032067360586
1578,helmets,1578,-8.472994856702714
1579,cook,1579,-8.472994856702714
1580,hiding,1580,-8.472994856702714
1581,onlookers,1581,-8.472994856702714
1582,candy,1582,-8.472994856702714
1583,magnets,1583,-8.472994856702714
1584,besides,1584,-8.472994856702714
1585,',1585,-8.477982398213753
1586,weather,1586,-8.477982398213753
1587,mud,1587,-8.477982398213753
1588,tablet,1588,-8.477982398213753
1589,lounging,1589,-8.477982398213753
1590,boots,1590,-8.477982398213753
1591,racquets,1591,-8.477982398213753
1592,tossing,1592,-8.477982398213753
1593,cupboards,1593,-8.482994940037297
1594,focus,1594,-8.482994940037297
1595,castle,1595,-8.482994940037297
1596,folded,1596,-8.482994940037297
1597,decor,1597,-8.482994940037297
1598,cliff,1598,-8.482994940037297
1599,adorable,1599,-8.488032734067254
1600,males,1600,-8.488032734067254
1601,circular,1601,-8.488032734067254
1602,upon,1602,-8.488032734067254
1603,propped,1603,-8.488032734067254
1604,bay,1604,-8.4930960360238
1605,dump,1605,-8.4930960360238
1606,rose,1606,-8.4930960360238
1607,cupcake,1607,-8.4930960360238
1608,contents,1608,-8.498185105531272
1609,kitty,1609,-8.503300206198043
1610,chefs,1610,-8.503300206198043
1611,porch,1611,-8.503300206198043
1612,furry,1612,-8.503300206198043
1613,backyard,1613,-8.503300206198043
1614,canopy,1614,-8.503300206198043
1615,daytime,1615,-8.508441605698462
1616,licking,1616,-8.508441605698462
1617,card,1617,-8.508441605698462
1618,piano,1618,-8.508441605698462
1619,bikers,1619,-8.513609575856904
1620,fall,1620,-8.513609575856904
1621,progress,1621,-8.513609575856904
1622,grocery,1622,-8.513609575856904
1623,belt,1623,-8.513609575856904
1624,skiis,1624,-8.518804392734008
1625,bell,1625,-8.518804392734008
1626,wilderness,1626,-8.52402633671516
1627,framed,1627,-8.52402633671516
1628,thick,1628,-8.52402633671516
1629,reflected,1629,-8.52402633671516
1630,parrot,1630,-8.52402633671516
